time,velocity_kmh,accel_ms2,braking_power_kw,split_ratio,soc_battery,soc_supercap,p_battery_kw,p_supercap_kw,bat_v_terminal,bat_cycles,energy_recovered_wh
0.0,0.0,2.6687611462716556,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
0.1,0.9607540126577961,2.6687611462716556,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
0.2,1.9215080253155923,2.6687611462716565,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
0.30000000000000004,2.8822620379733888,2.6687611462716556,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
0.4,3.8430160506311846,2.6687611462716556,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
0.5,4.803770063288981,2.6687611462716565,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
0.6000000000000001,5.7645240759467775,2.6687611462716565,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
0.7000000000000001,6.725278088604574,2.668761146271655,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
0.8,7.686032101262369,2.6687611462716543,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
0.9,8.646786113920164,2.6687611462716565,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
1.0,9.607540126577963,2.6687611462716565,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
1.1,10.568294139235757,2.6687611462716565,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
1.2000000000000002,11.529048151893555,2.6687611462716543,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
1.3,12.48980216455135,2.6687611462716565,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
1.4000000000000001,13.450556177209148,2.6687611462716587,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
1.5,14.411310189866944,2.6687611462716543,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
1.6,15.372064202524738,2.6687611462716543,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
1.7000000000000002,16.332818215182535,2.6687611462716543,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
1.8,17.29357222784033,2.6687611462716587,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
1.9000000000000001,18.254326240498127,2.6687611462716587,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
2.0,19.215080253155925,2.6687611462716543,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
2.1,20.17583426581372,2.6687611462716543,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
2.2,21.136588278471514,2.6687611462716543,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
2.3000000000000003,22.097342291129312,2.6687611462716587,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
2.4000000000000004,23.05809630378711,2.6687611462716543,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
2.5,24.0188503164449,2.66876114627165,0.0,0.5,0.6,0.29999999999999993,0.0,0.0,39.663203411243586,0.0,0.0
